cast,director,genre,opening_date,opening_year,title
"Salman Khan, Kareena Kapoor, Sohail Khan, Deepika Padukone, Dino Morea, Preity Zinta, Nauheed Cyrusi, Yash Tonk, Bappi Lahiri",Prem Soni,"drama, romance",2009-10-16,2009,Main Aurr Mrs Khanna
,Pankaj Sharma,animation,2009-10-23,2009,Bal Ganesh 2
"Boman Irani, Cyrus Broacha, Mahesh Manjrekar, Dia Mirza",Kunal Vijaykar,comedy,2009-10-23,2009,Fruit and Nut
"Nauheed Cyrusi, Sameer Dattani",Rajan Wagdhare,romantic comedy,2009-10-23,2009,Love Ka Tadka[12]
"Salman Khan, Ajay Devgn, Asin Thottumkal, Rannvijay Singh, Aditya Roy Kapur, Om Puri",Vipul Shah,"musical, social, drama, romance",2009-10-30,2009,London Dreams
"Amitabh Bachchan, Sanjay Dutt, Jacqueline Fernandez, Riteish Deshmukh, Sahil Khan, Ratna Pathak Shah",Sujoy Ghosh,fantasy,2009-10-30,2009,Aladin
"Ranbir Kapoor, Katrina Kaif, Pradeep Kharab, Zakir Hussain, Upen Patel, Darshan Jariwala",Rajkumar Santoshi,"comedy, romance",2009-11-06,2009,Ajab Prem Ki Ghazab Kahani
"Neil Nitin Mukesh, Mugdha Godse, Manoj Bajpayee, Kaveri Jha, Sayali Bhagat, Rahul Singh, Atul Kulkarni, Navni Parihar",Madhur Bhandarkar,social,2009-11-06,2009,Jail
"Emraan Hashmi, Soha Ali Khan, Sachin Khedekar",Kunal Deshmukh,romance,2009-11-13,2009,Tum Mile
"Aftab Shivdasani, Aamna Shariff, Shah Rukh Khan, Johnny Lever, Ritesh Deshmukh",Glenn Baretto,fantasy,2009-11-13,2009,Aao Wish Karein
"Saif Ali Khan, Kareena Kapoor, Rupinder Nagra, Vivek Oberoi, Dia Mirza, Om Puri, Kirron Kher, Nauheed Cyrusi",Rensil D'Silva,"thriller, romance",2009-11-20,2009,Kurbaan
"Hitesh Agrawal, Mansi Dovhal, Sudesh Berry, Nasir Khan",Shankar Mondal,"comedy, thriller, social",2009-11-20,2009,Shaabash! You Can Do It[13]
"Jimmy Sheirgill, Kim Sharma, Hrishita Bhatt, Rahul Handa",Devang Dholkia,action,2009-11-20,2009,Marega Salaa
"Akshay Kumar, Manoj Joshi, Katrina Kaif, Tinnu Anand, Johnny Lever, Sunil Shetty, Paresh Rawal, Neha Dhupia, Sameera Reddy, Aditi Govitrikar, Rajpal Yadav, Supriya Karnik, Shakti Kapoor, Vikram Gokhale, Asrani, Chunky Pandey, Archana Puran Singh",Priyadarshan,comedy,2009-11-27,2009,De Dana Dan
"Himesh Reshammiya, Shenaz Treasurywala, Sonal Sehgal",Ishaan Trivedi,musical,2009-12-03,2009,Radio
"Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal",R. Balki,"drama, family",2009-12-04,2009,Paa
"Ranbir Kapoor, Gauahar Khan, Shazahn Padamsee, Prem Chopra",Shimit Amin,comedy,2009-12-11,2009,Rocket Singh: Salesman of the Year
"Rajat Kapoor, Vinay Pathak, Neha Dhupia, Navneet Nishan, Dalip Tahil, Anuradha Menon, Aamir Bashir, Iravati Harshe",Saurabh Shukla,drama,2009-12-18,2009,"Raat Gayi, Baat Gayi?"
"Aamir Khan, Kareena Kapoor, Sharman Joshi, R. Madhavan, Boman Irani, Omi Vaidya, Mona Singh, Ali Fazal",Rajkumar Hirani,comedy,2009-12-25,2009,3 Idiots
"Celina Jaitly, Farooq Sheikh",Mahesh Nair,thriller,2009-12-31,2009,Accident on Hill Road
"Kay Kay Menon, Rajpal Yadav, Riya Sen, Shweta Tiwari, Rukhsar Rehman, Anita Hassanandani, Richa Chadha, Maushumi Udeshi, Hiten Paintal, Aasif Sheikh",Yunus Sajawal,comedy,2010-10-01,2010,Benny and Babloo
"Supriya Pathak, Anang Desai, Rajeev Mehta, Jamnadas Majethia, Nimisha Vakharia",Aatish Kapadia,comedy,2010-10-01,2010,Khichdi: The Movie
"Emraan Hashmi, Neha Sharma, Arjan Bajwa, Kavin Dave",Mohit Suri,thriller,2010-10-08,2010,Crook
"Rishi Kapoor, Neetu Singh",Habib Faisal,comedy,2010-10-08,2010,Do Dooni Chaar
"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Reema Sen, Paresh Rawal",Priyadarshan,thriller,2010-10-15,2010,Aakrosh
"Mahima Chaudhry, Pasha Bocarie, Marc Anwar, Assad Raja",Assad Raja,"action, drama",2010-10-15,2010,Pusher
"Sanjay Dutt, Kangana Ranaut, Irrfan Khan, Gulshan Grover",Mani Shankar,action,2010-10-15,2010,Knock Out
"Himesh Reshammiya, Sara Loren",Pooja Bhatt,romance,2010-10-15,2010,Kajraare
"Manoj Bajpai, Juhi Chawla",Cheetan Desai,animation,2010-10-15,2010,Ramayana: The Epic
"Mallika Sherawat, Irrfan Khan",Jennifer Lynch,"horror,thriller",2010-10-22,2010,Hisss
"John Abraham, Pakhi Tyrewala",Abbas Tyrewala,romance,2010-10-22,2010,Jhootha Hi Sahi
"Vivek Oberoi, Sudeep, Radhika Apte, Shatrughan Sinha, Kota Srinivasa Rao, Abhimanyu Singh, Sushant Singh",Ram Gopal Verma,biographical,2010-10-22,2010,Rakta Charitra
"Jackie Shroff, Divya Dutta",Deepak Balraj Vij,"biographical, animation",2010-10-29,2010,Maalik Ek
"Anupam Kher, Shubh, Sabina Sheema",Mohan Savalkar,romance,2010-10-29,2010,Nakshatra
"Ajay Devgn, Mithun Chakraborty, Tusshar Kapoor, Arshad Warsi, Shreyas Talpade, Kareena Kapoor, Kunal Khemu, Ratna Pathak, Murli Sharma, Johnny Lever",Rohit Shetty,comedy,2010-11-05,2010,Golmaal 3
"Akshay Kumar, Aishwarya Rai Bachchan, Rajpal Yadav, Aditya Roy Kapur, Sudeepa Singh, Rannvijay Singh, Neha Dhupia, Randhir Kapoor",Vipul Amrutlal Shah,comedy,2010-11-05,2010,Action Replayy
"Aryan Vaid, Kapil Sharma, Rituparna Sengupta, Helen, Zeenat Aman",Sanjay Sharma,romance,2010-11-12,2010,Dunno Y... Na Jaane Kyon
"Sanjay Suri, Jimmy Shergill",Raaj Verma,thriller,2010-11-12,2010,A Flat
"Sahil Khan, Tanushree Dutta, Dalip Singh Rana",Haadi Abrar,"action, adventure",2010-11-12,2010,Ramaa: The Saviour
"Hrithik Roshan, Aishwarya Rai Bachchan, Suhel Seth, Aditya Roy Kapur, Shernaz Patel, Priyanka Bose, Ash Chandler, Swara Bhaskar",Sanjay Leela Bhansali,"romance,drama",2010-11-19,2010,Guzaarish
"Preetika Chawla, Afzaal Khan, Shahrukh Khan, Kay Kay Menon",Makrand Deshpande,thriller,2010-11-19,2010,"Shahrukh Bola ""Khoobsurat Hai Tu"""
"Aditya Raj Kapoor, Deep, Ashhmita",Jiten Purohit,"romance,thriller",2010-11-19,2010,Diwangi Ne Had Kar Di
"Sharman Joshi, Naseeruddin Shah, Faruk Kabir",Faruk Kabir,thriller,2010-11-26,2010,Allah Ke Banday
"Imran Khan, Deepika Padukone, Navin Nischol, Lillete Dubey",Danish Aslam,romance,2010-11-26,2010,Break Ke Baad
"Sunny Deol, Tabu, Farida Jalal, Govind Namdeo",K C Bokadia,action,2010-11-26,2010,Khuda Kasam
"Abhishek Bachchan, Deepika Padukone, Sikander Kher",Ashutosh Gowariker,period,2010-12-03,2010,Khelein Hum Jee Jaan Sey
"Rajat Kapoor, Neha Dhupia",Subhash Kapoor,"comedy,crime",2010-12-03,2010,Phas Gaye Re Obama
"Suriya, Vivek Oberoi, Sudeep, Shatrughan Sinha",Ram Gopal Verma,biographical,2010-12-03,2010,Rakta Charitra 2
"Ranveer Singh, Anushka Sharma, Neeraj Sood",Maneesh Sharma,"romance,drama",2010-12-10,2010,Band Baaja Baaraat
"Paresh Rawal, Anil Kapoor, Sushmita Sen, Neetu Chandra, Kangana Ranaut, Akshaye Khanna, Sunil Shetty, Sanjay Dutt",Anees Bazmee,comedy,2010-12-10,2010,No Problem
"Ali Asgar, Chetan Pandit",Mahesh Pandey,thriller,2010-12-17,2010,332 Mumbai to India
"Munish Khan, Sara Khan, Gulshan Grover",Sachin P. Karande,thriller,2010-12-17,2010,Payback
"Swini Khara, Aditya Srivastava, Gufi Paintal",Wilson Louis,horror,2010-12-17,2010,Kaalo
"Konkona Sen Sharma, Raima Sen, Shahana Goswami, Ila Arun, Shreyas Talpade",Vinay Shukla,drama,2010-12-17,2010,Mirch
"Akshay Kumar,[13] Katrina Kaif, Akshaye Khanna, Arya Babbar, Mia Uyeda, Murli Sharma",Farah Khan[13],action comedy,2010-12-24,2010,Tees Maar Khan
"Akshay Oberoi, Sandeepa Dhar, Mohnish Behl",Vidhi Kasliwal,drama,2010-12-24,2010,Isi Life Mein...!
"Ajay Devgn, Kajol",Kireet Khurana,animated,2010-12-24,2010,Toonpur Ka Superrhero
"Neil Nitin Mukesh, Soha Ali Khan, Kay Kay Menon, Shahana Goswami",Sudhir Mishra,thriller,2010-12-31,2010,Tera Kya Hoga Johnny
"Ayaan Ahmad, Nauheed Cyrusi, Ayesha Jhulka, Rahul Roy, Milind Gunaji",Tanvir Ahmad,drama,2010-12-31,2010,Ada... A Way of Life
"Zayed Khan, Dia Mirza, Cyrus Sahukar, Tisca Chopra, Satyadeep Mishra, Auritra Ghosh, Pallavi Sharda",Sahil Sangha,romantic,2011-10-07,2011,Love Breakups Zindagi
"Prateik Babbar, Kalki Koechlin, Arjun Mathur, Shruti Seth, Makarand Deshpande, Rajendranath Zutshi, Divya Dutta",Raghav Dar,"romance,comedy,crime",2011-10-14,2011,My Friend Pinto
"Saqib Saleem, Saba Azad, Nishant Dahiya, Tara D'Souza, Harsh Nagar",Nupur Asthana,"comedy,romance",2011-10-14,2011,Mujhse Fraaandship Karoge
"Ayesha Takia, Rannvijay Singh, Raghubir Yadav, Tanvi Azmi, Anant Mahadevan",Nagesh Kukunoor,"romance,drama",2011-10-14,2011,Mod
"Sachiin J. Joshi, Candice Boucher, Aarya Babbar, Dalip Tahil",Prashant Chadha,"action,thriller",2011-10-14,2011,Aazaan
"Shreyas Talpade, Mugdha Godse, Johnny Lever",Ashu Trikha,comedy,2011-10-20,2011,Oh God! Saare Hain Fraud
"Shah Rukh Khan, Kareena Kapoor, Dalip Tahil, Arjun Rampal, Shahana Goswami, Sanjay Dutt, Ben Hawkey, Priyanka Chopra",Anubhav Sinha,"action,sci-fi",2011-10-26,2011,Ra.One
"Esha Deol, Vinod Khanna, Rishi Kapoor, Arjan Bajwa, Dharmendra, Salman Khan","Mayur Puri, Hema Malini",drama,2011-10-27,2011,Tell Me O Kkhuda
"Himesh Reshammiya, Purbi Joshi, Sonal Sehgal",Swapna Waghmare,comedy,2011-10-27,2011,Damadamm!
"Govinda, Suniel Shetty, Jaaved Jaaferi, Mahaakshay Chakraborty, Rakhi Sawant, Shweta Bhardwaj",Rajneesh Thakur,comedy,2011-11-04,2011,Loot
"Chirag Paswan, Kangana Ranaut, Kunal Kumar, Neeru Bajwa, Sagarika Ghatge, Kabir Bedi, Dalip Tahil, Poonam Dhillon",Tanveer Khan,"romance,drama",2011-11-04,2011,Miley Naa Miley Hum
"Ranbir Kapoor, Nargis Fakhri, Sanjana Sanghi, Aditi Rao Hydari, Kumud Mishra, Piyush Mishra, Shammi Kapoor",Imtiaz Ali,"romance,drama",2011-11-11,2011,Rockstar
,"Vijay S. Bhanushali,Smita Maroo",animation,2011-11-15,2011,Super K – The Movie
"Shubh Mukherjee, Pratik Katare, Saurabh Shukla, Raghubir Yadav, Aamna Sharif, Zakir Hussain",Shubh Mukherjee,comedy,2011-11-18,2011,Shakal Pe Mat Ja
"Akshay Kumar, John Abraham, Sanjay Dutt, Deepika Padukone, Chitrangada Singh, Mohnish Bahl, Anupam Kher, Omi Vaidya, Ashwin Mushran, Rajat Barmecha, Bruna Abdullah",Rohit Dhawan,comedy,2011-11-25,2011,Desi Boyz
"Vidya Balan, Naseeruddin Shah, Emraan Hashmi, Tusshar Kapoor",Milan Luthria,drama,2011-12-02,2011,The Dirty Picture
"Gulzar Inder Chahal, Rizwan Haider, Amy Rasimas, Puneet Issar, Brooke Johnston, Tulip Joshi, Mike Singh, Yusuf Hussain, Neetha Mohindra, Kavi Raz, Donny Kapoor",Puneet Issar,"action,crime,drama",2011-12-02,2011,I Am Singh
"Ranveer Singh, Anushka Sharma, Parineeti Chopra, Dipannita Sharma, Aditi Sharma",Maneesh Sharma,"romance,comedy,crime",2011-12-09,2011,Ladies vs Ricky Bahl
"Sunny Gill, Simran Mundi, Achint Kaur, Alyy Khan, Yuri Suri, Samar Virmani, Mansi Multani, Rithvik Dhanjani",Pawan Gill,"romance,drama",2011-12-16,2011,Jo Hum Chahein
"Vinay Pathak, Neha Dhupia, Rajat Kapoor, Naseeruddin Shah, Sanjay Mishra, Saurabh Shukla, Brijendra Kala, Anand Abhyankar",Saurabh Shukla,"romance,comedy",2011-12-16,2011,Pappu Can't Dance Saala
"Shah Rukh Khan, Priyanka Chopra, Lara Dutta, Boman Irani, Kunal Kapoor, Hrithik Roshan, Om Puri, Alyy Khan",Farhan Akhtar,"action,thriller",2011-12-23,2011,Don 2
"Shahid Kapoor, Tabu, Kay Kay Menon, Shraddha Kapoor, Irrfan Khan",Vishal Bhardwaj,drama,2014-10-02,2014,Haider
"Rajniesh Duggal, Mansha Bahl, Subhashree Ganguly",V. K. Singh,drama,2014-10-10,2014,Spark
"Harshvardhan Deo, Cherry Mardia, Virendra Saxena, K.K. Raina, Navni Parihar, Natasha Rastogi",Raj Purohit,romance,2014-10-10,2014,Jigariyaa
"Anupam Kher, Neha Dhupia, Divyendu Sharma, Manu Rishi, Aditi Sharma",Ravindra Gautam,political satire,2014-10-10,2014,Ekkees Toppon Ki Salaami
"Nikhil Dwivedi, Richa Chadda",Navneet Behal,"crime,romance",2014-10-10,2014,Tamanchey
"Veena Malik, Karanvir Bohra, Vedita Pratap Singh, Aparna Bajpai",Hemant Madhukar,horror,2014-10-17,2014,Mumbai 125 KM
"Rhea Chakraborty, Ali Fazal, Raghav Juyal, Anupam Kher, Smita Jaykar",Charudutt Acharya,"comedy,drama",2014-10-17,2014,Sonali Cable
"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah, Jackie Shroff",Farah Khan,"action,comedy",2014-10-24,2014,Happy New Year
"Rahul Khanna, Monica Dogra, Arjun Mathur, Shivani Ghai, Aadya Bedi",Sabal Singh Sheikhawat,drama,2014-10-31,2014,Fireflies
"Abhinav Shukla, Varinder Singh Ghuman, Himarsha Venkatsamy, Achint Kaur, Nora Fatehi",Kamal Sadanah,"drama,action",2014-10-31,2014,Roar: Tigers of the Sundarbans
"Rekha, Sharman Joshi, Randhir Kapoor, Shweta Kumar",Indra Kumar,drama,2014-10-31,2014,Super Nani
"Randeep Hooda, Nandana Sen, Paresh Rawal, Ashish Vidyarthi, Sachin Khedekar",Ketan Mehta,drama,2014-11-07,2014,Rang Rasiya
"Shabana Azmi, Adam Laupus, Lethia Nall, Farid Currim, Shreya Sharma, Vikram Kapadia, Navniit Nisshan, Adhir Bhat",Sarovar Banka,drama,2014-11-07,2014,A Decent Arrangement
"Akshay Kumar, Anupam Kher, Annu Kapoor, Lisa Haydon, Piyush Mishra",Abhishek Sharma,comedy,2014-11-07,2014,The Shaukeens
"Prashanth Gupta, Niharica Raizada, Ashruth Jain, Gaurav Kothari, Disha Kapoor",Bharat Jain,"found footage , horror",2014-11-14,2014,6 – 5 = 2
"Ranveer Singh, Parineeti Chopra, Ali Zafar, Govinda",Shaad Ali,"romance,drama",2014-11-14,2014,Kill Dil
"Vir Das, Kunaal Roy Kapur, Shobhit Rana, Dimple Kapadia, Deepak Tijori",Kabir Sadanand,comedy,2014-11-21,2014,Gollu Aur Pappu
"Saif Ali Khan, Ileana D'Cruz, Govinda, Ranvir Shorey, Kalki Koechlin",Raj Nidimoru and Krishna DK,"romance,comedy",2014-11-21,2014,Happy Ending
"Nishant Dahiya, Pragya Jaiswal, Abhishek Kumar",Amit Vats,"romance,comedy",2014-11-21,2014,Titoo MBA
"Shreyas Talpade, Manjari Fadnis, Hemant Pandey, Rajesh Sharma, Vishwajeet Pradhan, Rakesh Shrivastav",Ajit Sinha,drama,2014-11-21,2014,Wah Taj
"Heena Panchal, Mausam Sharma, Pranshu Kaushal, Shrey Chhabra, Vrajesh Hirjee, Hemant Pandey, Razzak Khan, Brijendra Kala, Manoj Bakshi",Rajeshwar Chauhan,comedy,2014-11-28,2014,Hum Hai Teen Khurafaati (हम हैं तीन खुराफाती)
"Sanjay Dutt, Emraan Hashmi, Randeep Hooda, Kangana Ranaut, Neha Dhupia, Neil Bhoopalam, Angad Bedi, Arunoday Singh",Rensil D'Silva,drama,2014-11-28,2014,Ungli
"Adil Hussain, Mona Singh, Mukesh Tiwari, Sanjay Mishra, Kulbhushan Kharbanda, Rahul Singh, Shivani Tanksale, K K Raina, Ekavali Khanna, Anil Rastogi",Chandraprakash Dwivedi,drama,2014-11-28,2014,Zed Plus
"Karanvir Sharma, Mannara Chopra, Shraddha Das",Vivek Agnihotri,"erotica,thriller",2014-11-28,2014,Zid
"Ajay Devgn, Sonakshi Sinha, Yami Gautam, Manasvi Mamgai, Kunaal Roy Kapur",Prabhu Deva,"comedy,action",2014-12-05,2014,Action Jackson
"Martin Sheen, Mischa Barton, Rajpal Yadav, Tannishtha Chatterjee, Akhil Mishra, Fagun Thakrar, Joy Sengupta, Kal Penn, Martin Brambach, David Brooks, Vineet Kumar, Satish Kaushik, Vasanth Santosham, Manoj Joshi",Ravi Kumar,drama,2014-12-05,2014,Bhopal: A Prayer for Rain
"Shiv Panditt, Piaa Bajpai",Satish Rajwade,drama,2014-12-05,2014,Mumbai Delhi Mumbai
"Naveen Kasturia, Mayank Tewari, Aditi Vasudev",Amit Masurkar,"social,drama",2014-12-05,2014,Sulemani Keeda
"Shashank Udapurkar, Annu Kapoor, Anupam Maanav, Kishori Shahane, Aman Verma, Saranya Mohan",Shailesh Verma,sports,2014-12-12,2014,Badlapur Boys
Shyam Avtar Kedia,Dinesh Soni,"drama,romance",2014-12-12,2014,Life Mein Twist Hai
"Saurabbh Roy, Arijita Roy, Meghna Patel, Narendra Bedi",Ajay Yadav,drama,2014-12-12,2014,LUV...Phir Kabhie
"Varun Khandelwal, Danny Saru, Shenaz Treasuryvala, Barun Sobti, Kavi Shastri, Maia Sethna, Anagha Mane, Neha Gosain",Adeeb Rais,"comedy,romance",2014-12-12,2014,Main Aur Mr. Riight
"Makrand Deshpande, Sanjay Mishra, Rajesh Khattar, Zarina Wahab",Amit Khan,comedy,2014-12-12,2014,Objection My God
"Atif Jamil, Ibra Khan, Roselyn Dsouza, Eshu Gambhir, Himir Gandhi, Rohit Juneja, Shashwita Sharma",Faizal Khan,"suspense,thriller",2014-12-12,2014,Room – The Mystery
"Aamir Khan, Anushka Sharma, Ranbir Kapoor, Parikshit Sahni, Sushant Singh Rajput, Sanjay Dutt, Boman Irani, Saurabh Shukla",Rajkumar Hirani,"comedy,drama",2014-12-19,2014,PK
"Abir Goswami, Girish Kulkarni, Madhavi Singh, Ronit Roy, Anshikaa Shrivastava, Rahul Bhat, Tejaswini Kolhapure, Sandesh Jadhav",Anurag Kashyap,thriller,2014-12-26,2014,Ugly
"Sharman Joshi, Jaaved Jaaferi, Soha Ali Khan, Sanjay Mishra[94]",Faraz Haider,war comedy,2013-10-11,2013,War Chhod Na Yaar
"Ali Fazal, Gulshan Grover, Anisa[95]",Shuja Ali,comedy,2013-10-11,2013,Baat Bann Gayi
"Nisha Triloki, Rajender Thakur, Gopal Thakur[96]",Monish Kaushal,drama,2013-10-11,2013,Ekk Thee Sanam
"Arya Babbar, Prosenjit Chatterjee, Sayantika Banerjee, Pooja Bharti, Rajesh Sharma, Harish Patel[97]",Aziz Sejawal,crime,2013-10-11,2013,Paapi - Ek Satya Katha
"Akshay Kumar, Mithun Chakraborty, Danny Denzongpa, Ronit Roy, Aditi Rao Hydari, Shiv Panditt, Johny Lever[98]",Anthony D'Souza,masala,2013-10-16,2013,Boss
"Rajkummar Rao, Tigmanshu Dhulia, Kay Kay Menon, Prabal Panjabi[99]",Hansal Mehta,"drama,biography",2013-10-18,2013,Shahid
"Chirag Patil, Sai Tamhankar, Manoj Joshi, Aanjjan Srivastav, Mukesh Tiwari, Mohan Joshi, Milind Gunaji, Anant Jog, Adi Irani, Mushtaq Khan, Atul Parchure, Asrani, Anjula Singh Mahor[100]",Babloo Seshadri,"political,drama",2013-10-25,2013,Wake Up India
"Rohan Jardosh, Saurabh Singh, Gunjan Vyas, Touqeer Khan, Ishita Salot, Devendra Trivedi, Hitesh Patel, Swapna Nair[101]",Apurv Bajpai,"crime,drama",2013-10-25,2013,Amdavad Junction
"Darshan Jariwala, Neena Kulkarni, Yashpal Sharma, Amir Dalvi, Asif Basra, Asif Ali[102]",Ashish Tyagi,crime,2013-10-25,2013,Dilli Gang
"Manish Paul, Elli Avram, Varun Badola, Manish Chaudhary, Puja Gupta[103]",Saurabh Varma,"comedy,thriller",2013-10-25,2013,Mickey Virus
"Rajeev Khandelwal, Rayo Bakhirta, Neha Ahuja, Ann Mitchai, Neha Ghelot, Siddharth Van Shipley[104]",Anish Khanna,romance,2013-10-25,2013,Ishk Actually
"Vir Das, Kirti Kulhari, Gulshan Grover, Deepak Dobriyal, Yashpal Sharma[105]",Shekhar Ghosh,comedy,2013-10-25,2013,Sooper Se Ooper
"Hrithik Roshan, Priyanka Chopra, Kangana Ranaut, Vivek Oberoi[106]",Rakesh Roshan,superhero,2013-11-01,2013,Krrish 3
"Puneet Singh Ratn, Anaika Soti,[107] Mahesh Thakur, Aradhna Gupta,[108][109] Raj Premi, Vikram Singh[110]",Ram Gopal Varma,crime,2013-11-08,2013,Satya 2
"Kangana Ranaut, Paras Arora, Mahesh Manjrekar, Prakash Raj, Jaya Prada",Vishwas Patil,romance,2013-11-15,2013,Rajjo
"Ranveer Singh, Deepika Padukone, Richa Chadha, Supriya Pathak[111]",Sanjay Leela Bhansali,"romance,drama",2013-11-15,2013,Goliyon Ki Raasleela Ram-Leela
"Suraj K. Shah, J. B. Rana, Dipanshi",Santosh K. Gupta,drama,2013-11-15,2013,Kaand: Black Scandal
"Imran Khan, Kareena Kapoor, Shraddha Kapoor, Anupam Kher[112]",Punit Malhotra,"romance,comedy",2013-11-22,2013,Gori Tere Pyaar Mein
"Sunny Deol, Amrita Rao, Johny Lever, Urvashi Rautela[113]",Anil Sharma,action,2013-11-22,2013,Singh Saab The Great
"Saif Ali Khan, Sonakshi Sinha, Jimmy Sheirgill, Vidyut Jamwal, Chunky Pandey[114]",Tigmanshu Dhulia,"comedy,crime,romance",2013-11-29,2013,Bullett Raja
"Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Asrani, Ashish Vidyarthi[115]",Prabhudeva,"action,romance",2013-12-06,2013,R... Rajkumar
"Sachiin J Joshi, Naseeruddin Shah, Sunny Leone[116]",Kaizad Gustad,"thriller,comedy",2013-12-13,2013,Jackpot
"Dimple Kapadia, Manu Rishi, Manjot Singh, Anand Tiwari",Gurmmet Singh,drama,2013-12-13,2013,What the Fish
"Aamir Khan, Abhishek Bachchan, Katrina Kaif, Uday Chopra, Jackie Shroff, Vikas Shrivastav",Vijay Krishna Acharya,action,2013-12-20,2013,Dhoom 3
"Vivek Oberoi, Mallika Sherawat[69]",Sanjay Khanduri,comedy,2012-10-05,2012,Kismat Love Paisa Dilli
"Rani Mukerji, Prithviraj Sukumaran[70]",Sachin Kundalkar,rom-com,2012-10-12,2012,Aiyyaa
"Himansu Bhatt, Radhika Roy, Akkash Basant, Rashmi Gautam, Nandini Rai[71]",Sanjeev Reddy,"drama,thriller",2012-10-12,2012,Login
"Manoj Bajpai, Vega Tamotia, Nawazuddin Siddiqui, Barry John[72]",Bedabrata Pain,drama,2012-10-12,2012,Chittagong
"Manisha Koirala, J. D. Chakravarthy[73]",Ram Gopal Verma,horror,2012-10-12,2012,Bhoot Returns
"Sidharth Malhotra, Alia Bhatt, Varun Dhawan, Rishi Kapoor[74]",Karan Johar,"romance,comedy",2012-10-19,2012,Student of the Year
"Voice-over by Akshaye Khanna, Suniel Shetty, Urmila Matondkar, Boman Irani, Govinda, Swini Khara[75]",Nikhil Advani,computer animated,2012-10-19,2012,Delhi Safari
"Arjun Rampal, Abhay Deol, Esha Gupta, Manoj Bajpai, Kabir Bedi[76]",Prakash Jha,political thriller,2012-10-24,2012,Chakravyuh
"Jackky Bhagnani, Nidhi Subbaiah, Arjun Rampal, Darshan Jariwala, Kirron Kher[77]",Sanjay Gadhvi,comedy,2012-10-26,2012,Ajab Gazabb Love
"Emraan Hashmi, Neha Dhupia, Sagarika Ghatge, Aditya Pancholi[78]","Shamin Desai, Priyanka Desai","thriller,crime",2012-10-26,2012,Rush
"Kunal Kapoor, Huma Qureshi[79]",Sameer Sharma,comedy,2012-11-02,2012,Luv Shuv Tey Chicken Khurana
"Aftab Shivdasani, Tia Bajpai, Vidya Malvade[80]",Bhushan Patel,horror,2012-11-02,2012,1920: The Evil Returns
"Rajpal Yadav, Ashutosh Rana, Asrani[81]",Rajpal Yadav,musical comedy,2012-11-02,2012,Ata Pata Laapata
"Voice over by Sunidhi Chauhan, Aditya Kapadia, Devansh Doshi, Saptharishi Ghosh[82]",Kushal Ruia,"animation,drama,children",2012-11-02,2012,Sons of Ram
"Aamir Bashir, Sonal Sehgal, Satish Kaushik[83]",Sanjay Amar,drama,2012-11-02,2012,Future To Bright Hai Ji
"Shah Rukh Khan, Katrina Kaif, Anushka Sharma[84]",Yash Chopra,"romance,drama",2012-11-13,2012,Jab Tak Hai Jaan
"Ajay Devgn, Sanjay Dutt, Juhi Chawla, Sonakshi Sinha[85]",Ashwni Dhir,comedy,2012-11-13,2012,Son Of Sardaar
"Aamir Khan, Rani Mukerji, Kareena Kapoor, Nawazuddin Siddiqui, Rajkumar Rao[86]",Reema Kagti,"drama,suspense",2012-11-30,2012,Talaash: The Answer Lies Within
"Akshay Kumar, Asin, Mithun Chakraborty, Raj Babbar, Himesh Reshammiya, Paresh Rawal[87]",Ashish R Mohan,"action,comedy",2012-12-07,2012,Khiladi 786
Saurabh Shukla[88],12 directors,anthology,2012-12-12,2012,The Last Act
"Bhoop Yaduvanshi, Prashant Narayanan, Madhurima Tuli, Sudesh Berry[89]",Akashaditya Lama,"drama,thriller",2012-12-14,2012,Cigarette Ki Tarah
"Salman Khan, Sonakshi Sinha, Arbaaz Khan, Prakash Raj, Vinod Khanna[90]",Arbaaz Khan,"action,comedy",2012-12-21,2012,Dabangg 2
"Dalip Tahil, Priyanka Chopra, Harman Baweja, Boman Irani",Harry Baweja,"drama, musical, romance",2008-07-04,2008,Love Story 2050
"Manisha Koirala, Ajay Devgn, Sanjay Dutt",Afzal Khan,romance,2008-07-11,2008,Mehbooba
"Shahid Kapoor, Vidya Balan, Shahrukh Khan, Om Puri, Juhi Chawla, Boman Irani, Karanvir Bohra, Vishal Malhotra",Aziz Mirza,"comedy, drama, romance",2008-07-18,2008,Kismat Konnection
"Adhvik Mahajan, Sakshi Gulati, Kishor Kadam, Sumeet Nijhawan",Ram Gopal Varma,"thriller, spy",2008-07-18,2008,Contract
"Vivek Oberoi, Shweta Bhardwaj, Shriya Saran, Suniel Shetty, Zayed Khan",Apoorva Lakhia,adventure,2008-07-25,2008,Mission Istaanbul
"Govinda, Aftab Shivdasani, Upen Patel, Manoj Bajpayee, Hansika Motwani, Celina Jaitly, Kim Sharma, Priyanka Sharma",Ganesh Acharya,"comedy, drama, romance",2008-07-25,2008,Money Hai Toh Honey Hai
